slice,kind,label,n,residual,ci_lo,ci_hi,p,fdr
"GLOBAL (all modes, all maps)",pair,"Rico + Shelly",88,-0.056212,-0.158258,0.045482,0.28287,false
"GLOBAL (all modes, all maps)",pair,"Carl + Tara",97,0.052897,-0.045588,0.149492,0.28479,false
"GLOBAL (all modes, all maps)",pair,"Mina + Gray",70,-0.064862,-0.183509,0.055081,0.28487,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Surge",205,-0.038034,-0.107572,0.033408,0.28592,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Leon",210,-0.035987,-0.103627,0.030960,0.28711,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Leon",106,-0.050342,-0.140257,0.042299,0.28719,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Rico",262,0.031446,-0.026550,0.091710,0.28785,false
"GLOBAL (all modes, all maps)",pair,"Emz + Bull",227,0.033682,-0.028203,0.096473,0.28834,false
"GLOBAL (all modes, all maps)",pair,"Najia + Surge",218,-0.035552,-0.099955,0.031361,0.28852,false
"GLOBAL (all modes, all maps)",pair,"Najia + Brock",327,0.028966,-0.025870,0.081982,0.28890,false
"GLOBAL (all modes, all maps)",pair,"Kit + Mortis",208,0.035711,-0.034582,0.104515,0.28916,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Tick",111,-0.049695,-0.142726,0.049061,0.28932,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Bibi",294,0.030332,-0.026387,0.086715,0.28955,false
"GLOBAL (all modes, all maps)",pair,"Byron + Max",548,0.022345,-0.019044,0.061235,0.28960,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Meg",90,0.054217,-0.046711,0.151619,0.29052,false
"GLOBAL (all modes, all maps)",pair,"Berry + Tara",109,0.048996,-0.044881,0.139323,0.29112,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Brock",281,-0.031051,-0.088477,0.025606,0.29192,false
"GLOBAL (all modes, all maps)",pair,"Nita + Brock",141,0.042950,-0.034541,0.125270,0.29219,false
"GLOBAL (all modes, all maps)",pair,"Gus + Spike",60,0.067382,-0.055647,0.201957,0.29341,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Penny",303,-0.030686,-0.086475,0.026691,0.29348,false
"GLOBAL (all modes, all maps)",pair,"Belle + Leon",114,0.048438,-0.043771,0.138781,0.29366,false
"GLOBAL (all modes, all maps)",pair,"Piper + Spike",181,-0.039327,-0.110442,0.035647,0.29400,false
"GLOBAL (all modes, all maps)",pair,"Najia + Bo",93,-0.053473,-0.152854,0.044741,0.29461,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Byron",443,0.024851,-0.020378,0.072829,0.29461,false
"GLOBAL (all modes, all maps)",pair,"Shade + Meg",239,-0.033861,-0.094062,0.032640,0.29513,false
"GLOBAL (all modes, all maps)",pair,"Shade + Otis",102,0.051983,-0.051737,0.143105,0.29581,false
"GLOBAL (all modes, all maps)",pair,"Fang + Griff",274,0.030934,-0.027459,0.087579,0.29613,false
"GLOBAL (all modes, all maps)",pair,"Clancy + Meg",74,-0.062828,-0.179039,0.049367,0.29635,false
"GLOBAL (all modes, all maps)",pair,"Mico + Jessie",72,0.058851,-0.056044,0.172875,0.29757,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Surge",670,0.021143,-0.018967,0.061172,0.29816,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Amber",73,-0.058880,-0.167075,0.059414,0.29874,false
"GLOBAL (all modes, all maps)",pair,"Byron + Spike",162,0.041161,-0.035694,0.118004,0.29904,false
"GLOBAL (all modes, all maps)",pair,"Max + Emz",265,0.031007,-0.030423,0.088477,0.29958,false
"GLOBAL (all modes, all maps)",pair,"Fang + Mortis",101,0.050578,-0.045244,0.146596,0.30160,false
"GLOBAL (all modes, all maps)",pair,"Lily + Emz",92,-0.052354,-0.150712,0.046190,0.30232,false
"GLOBAL (all modes, all maps)",pair,"Charlie + Surge",96,-0.052142,-0.148559,0.046871,0.30252,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Penny",67,-0.062548,-0.175272,0.056652,0.30503,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Stu",81,0.055588,-0.049373,0.160818,0.30605,false
"GLOBAL (all modes, all maps)",pair,"Bolt + 8-Bit",252,-0.032271,-0.094753,0.026163,0.30607,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Leon",255,-0.031904,-0.089419,0.031192,0.30783,false
"GLOBAL (all modes, all maps)",pair,"Carl + Jessie",82,-0.055058,-0.156324,0.053607,0.30811,false
"GLOBAL (all modes, all maps)",pair,"Surge + Shelly",118,0.047937,-0.048710,0.145260,0.30870,false
"GLOBAL (all modes, all maps)",pair,"Gus + Gene",138,-0.041849,-0.125039,0.038401,0.30920,false
"GLOBAL (all modes, all maps)",pair,"Damian + Colette",72,-0.056404,-0.165090,0.050478,0.31006,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Rico",165,-0.036607,-0.105104,0.039174,0.31016,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Chester",66,0.062677,-0.060688,0.184945,0.31070,false
"GLOBAL (all modes, all maps)",pair,"Emz + Piper",97,-0.051590,-0.155108,0.051218,0.31285,false
"GLOBAL (all modes, all maps)",pair,"Emz + Leon",120,0.044122,-0.037880,0.131741,0.31317,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Spike",97,0.047648,-0.048166,0.138230,0.31361,false
"GLOBAL (all modes, all maps)",pair,"Tara + Mortis",242,-0.031747,-0.090747,0.033049,0.31475,false
"GLOBAL (all modes, all maps)",pair,"Finx + Griff",79,-0.054523,-0.158647,0.053060,0.31512,false
"GLOBAL (all modes, all maps)",pair,"Buster + Brock",65,-0.062927,-0.179498,0.067061,0.31581,false
"GLOBAL (all modes, all maps)",pair,"Chester + Byron",79,0.056215,-0.053317,0.168007,0.31647,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Gray",97,-0.051319,-0.148841,0.050334,0.31651,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Nani",136,-0.041867,-0.120108,0.043204,0.31724,false
"GLOBAL (all modes, all maps)",pair,"Piper + Bo",203,-0.035708,-0.108298,0.029975,0.31828,false
"GLOBAL (all modes, all maps)",pair,"Barley + Brock",63,-0.061546,-0.183489,0.060299,0.31912,false
"GLOBAL (all modes, all maps)",pair,"Willow + Edgar",72,0.057778,-0.057383,0.165647,0.31987,false
"GLOBAL (all modes, all maps)",pair,"Brock + Shelly",81,-0.055829,-0.170032,0.053961,0.32040,false
"GLOBAL (all modes, all maps)",pair,"Leon + Rico",185,-0.036977,-0.107404,0.038388,0.32054,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Gale",78,-0.055009,-0.163566,0.053601,0.32142,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Otis",72,-0.056718,-0.168301,0.055058,0.32211,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Edgar",151,-0.039300,-0.117854,0.041021,0.32329,false
"GLOBAL (all modes, all maps)",pair,"Otis + Brock",537,0.020746,-0.019532,0.062838,0.32393,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Charlie",100,0.048799,-0.046634,0.150419,0.32398,false
"GLOBAL (all modes, all maps)",pair,"Meg + Tara",412,0.024079,-0.024790,0.074409,0.32501,false
"GLOBAL (all modes, all maps)",pair,"Damian + 8-Bit",347,0.026064,-0.026609,0.078218,0.32701,false
"GLOBAL (all modes, all maps)",pair,"Alli + Surge",122,0.043805,-0.045223,0.126089,0.32724,false
"GLOBAL (all modes, all maps)",pair,"Tara + Dynamike",84,0.051280,-0.053397,0.146048,0.32755,false
"GLOBAL (all modes, all maps)",pair,"Mina + Lumi",74,-0.053354,-0.156901,0.054969,0.32782,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Tara",180,-0.035963,-0.108098,0.038095,0.32942,false
"GLOBAL (all modes, all maps)",pair,"Stu + Rico",490,0.021688,-0.018854,0.065575,0.33073,false
"GLOBAL (all modes, all maps)",triple,"Griff + Edgar + Crow",85,0.052263,-0.060172,0.149399,0.33133,false
"GLOBAL (all modes, all maps)",pair,"Doug + Bibi",62,-0.064524,-0.197475,0.069638,0.33179,false
"GLOBAL (all modes, all maps)",pair,"Otis + Fang",102,0.048422,-0.050800,0.151531,0.33221,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Edgar",599,0.020447,-0.022369,0.061547,0.33272,false
"GLOBAL (all modes, all maps)",pair,"Damian + Cordelius",95,-0.051386,-0.154886,0.052032,0.33290,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Meg",245,0.029927,-0.031529,0.089462,0.33504,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Bull",188,0.034698,-0.034577,0.099145,0.33511,false
"GLOBAL (all modes, all maps)",pair,"Griff + Frank",137,0.039110,-0.041801,0.116869,0.33546,false
"GLOBAL (all modes, all maps)",pair,"Jessie + Rico",87,-0.052814,-0.161236,0.063184,0.33589,false
"GLOBAL (all modes, all maps)",pair,"Mina + Griff",335,0.026231,-0.026679,0.080966,0.33664,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Nani",267,-0.029564,-0.087376,0.030879,0.33790,false
"GLOBAL (all modes, all maps)",pair,"Gray + Byron",207,0.032804,-0.033687,0.099940,0.33915,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Carl",279,-0.029248,-0.091931,0.028716,0.33964,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Gray",200,-0.034184,-0.100227,0.033091,0.34029,false
"GLOBAL (all modes, all maps)",pair,"Edgar + El Primo",90,-0.049481,-0.149908,0.051417,0.34051,false
"GLOBAL (all modes, all maps)",pair,"Mina + Tara",67,0.058448,-0.069671,0.178631,0.34142,false
"GLOBAL (all modes, all maps)",pair,"Mina + 8-Bit",255,0.030206,-0.031651,0.097602,0.34144,false
"GLOBAL (all modes, all maps)",pair,"Lou + Bibi",63,0.057716,-0.057968,0.176539,0.34145,false
"GLOBAL (all modes, all maps)",pair,"Kit + Brock",260,0.029863,-0.034462,0.089562,0.34258,false
"GLOBAL (all modes, all maps)",pair,"Gray + Leon",136,0.040056,-0.048761,0.118980,0.34312,false
"GLOBAL (all modes, all maps)",pair,"Mina + Nani",94,-0.049271,-0.152951,0.051504,0.34324,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Edgar",618,-0.019411,-0.060063,0.021006,0.34352,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Sprout",69,0.055073,-0.063295,0.170741,0.34367,false
"GLOBAL (all modes, all maps)",pair,"Byron + Leon",444,0.022458,-0.025178,0.068557,0.34450,false
"GLOBAL (all modes, all maps)",pair,"Belle + Edgar",110,0.044362,-0.052762,0.134713,0.34489,false
"GLOBAL (all modes, all maps)",pair,"Gene + Piper",539,0.020565,-0.022113,0.061734,0.34501,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Charlie",96,-0.047065,-0.145379,0.051322,0.34705,false
"GLOBAL (all modes, all maps)",pair,"Lou + Rico",97,-0.046241,-0.142198,0.048917,0.34803,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Tick",130,-0.040589,-0.123837,0.044014,0.34804,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Melodie",67,0.058418,-0.062902,0.178606,0.34805,false
"GLOBAL (all modes, all maps)",pair,"Tara + Bull",156,-0.037108,-0.112781,0.043374,0.34820,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Nani",183,0.034775,-0.038857,0.108254,0.34824,false
"GLOBAL (all modes, all maps)",pair,"Bea + Piper",89,0.048016,-0.051029,0.153145,0.34829,false
"GLOBAL (all modes, all maps)",pair,"Lily + Colt",71,-0.054546,-0.169406,0.063302,0.34831,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Shelly",87,0.050554,-0.054390,0.158115,0.34898,false
"GLOBAL (all modes, all maps)",pair,"Damian + Pearl",93,-0.050093,-0.159076,0.056125,0.35023,false
"GLOBAL (all modes, all maps)",pair,"Nita + Bull",114,0.042497,-0.050049,0.134012,0.35160,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Surge",167,0.035792,-0.042587,0.108419,0.35295,false
"GLOBAL (all modes, all maps)",pair,"Penny + Colt",234,0.028978,-0.033141,0.088697,0.35308,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Mortis",90,0.047457,-0.048468,0.153215,0.35468,false
"GLOBAL (all modes, all maps)",pair,"Berry + Mortis",104,-0.043823,-0.137028,0.050331,0.35529,false
"GLOBAL (all modes, all maps)",pair,"Damian + Meeple",396,-0.023407,-0.074662,0.028335,0.35594,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Carl",282,-0.026773,-0.082975,0.031405,0.35692,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Emz",150,0.037984,-0.043078,0.116830,0.35723,false
"GLOBAL (all modes, all maps)",pair,"Meg + Dynamike",136,-0.038827,-0.122205,0.040636,0.35882,false
"GLOBAL (all modes, all maps)",triple,"Griff + Crow + Mortis",63,0.058173,-0.072976,0.178304,0.35928,false
"GLOBAL (all modes, all maps)",pair,"Alli + Stu",92,-0.046930,-0.142041,0.056001,0.35969,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Leon",75,0.052365,-0.061350,0.159781,0.36003,false
"GLOBAL (all modes, all maps)",pair,"Griff + Bull",405,0.022974,-0.026460,0.073728,0.36070,false
"GLOBAL (all modes, all maps)",pair,"Fang + Colette",74,-0.052479,-0.163499,0.064185,0.36100,false
"GLOBAL (all modes, all maps)",pair,"Bo + Nita",78,0.052097,-0.058307,0.162795,0.36293,false
"GLOBAL (all modes, all maps)",pair,"Chester + Surge",405,-0.023007,-0.073930,0.027554,0.36318,false
"GLOBAL (all modes, all maps)",pair,"Chester + Leon",104,-0.043191,-0.139963,0.048237,0.36357,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Colt",177,0.033885,-0.038389,0.106289,0.36374,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Lumi",311,-0.024526,-0.073872,0.031821,0.36988,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Gene",152,-0.036620,-0.116778,0.043301,0.37006,false
"GLOBAL (all modes, all maps)",pair,"Buzz + Surge",84,-0.047282,-0.151033,0.054830,0.37095,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Max",833,0.014924,-0.017642,0.047284,0.37116,false
"GLOBAL (all modes, all maps)",pair,"Chester + Bibi",187,0.032483,-0.038047,0.104835,0.37580,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Mandy",274,0.026862,-0.033246,0.084239,0.37730,false
"GLOBAL (all modes, all maps)",pair,"Amber + Colt",107,0.041423,-0.054376,0.132336,0.37820,false
"GLOBAL (all modes, all maps)",pair,"Surge + Gale",96,0.044126,-0.054980,0.143502,0.37881,false
"GLOBAL (all modes, all maps)",pair,"Fang + Surge",260,0.027449,-0.033599,0.088796,0.38027,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Rico",69,0.052585,-0.062469,0.172604,0.38088,false
"GLOBAL (all modes, all maps)",pair,"Berry + Chester",77,-0.047212,-0.145865,0.056615,0.38122,false
"GLOBAL (all modes, all maps)",pair,"Griff + Lou",344,0.022815,-0.029558,0.075140,0.38264,false
"GLOBAL (all modes, all maps)",pair,"Ruffs + Brock",338,0.023554,-0.030365,0.075016,0.38281,false
"GLOBAL (all modes, all maps)",pair,"Tick + Tara",99,-0.042457,-0.138440,0.052761,0.38299,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Edgar",83,-0.046908,-0.154624,0.055504,0.38332,false
"GLOBAL (all modes, all maps)",pair,"Leon + Tara",113,-0.041047,-0.133861,0.048527,0.38356,false
"GLOBAL (all modes, all maps)",pair,"Bo + Mortis",294,-0.024722,-0.081014,0.034395,0.38490,false
"GLOBAL (all modes, all maps)",pair,"Crow + Barley",73,0.052506,-0.074592,0.168158,0.38777,false
"GLOBAL (all modes, all maps)",pair,"Gale + Brock",82,-0.046636,-0.151448,0.057938,0.38780,false
"GLOBAL (all modes, all maps)",pair,"Nani + 8-Bit",175,0.032460,-0.041076,0.106516,0.38972,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Fang",115,0.039968,-0.048710,0.130054,0.38991,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Piper",723,0.016141,-0.019779,0.052773,0.39054,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Chester",98,-0.043808,-0.144452,0.056193,0.39078,false
"GLOBAL (all modes, all maps)",pair,"Colette + Penny",96,0.042668,-0.054056,0.138436,0.39117,false
"GLOBAL (all modes, all maps)",pair,"Damian + Crow",598,0.017686,-0.020889,0.059718,0.39138,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Otis",134,-0.036541,-0.121188,0.042893,0.39206,false
"GLOBAL (all modes, all maps)",pair,"Dynamike + Brock",170,-0.032638,-0.104053,0.040330,0.39237,false
"GLOBAL (all modes, all maps)",pair,"Penny + Jessie",79,-0.046626,-0.151461,0.063488,0.39237,false
"GLOBAL (all modes, all maps)",pair,"Najia + Byron",166,0.032164,-0.034870,0.109958,0.39343,false
"GLOBAL (all modes, all maps)",pair,"Gigi + Pierce",115,-0.040899,-0.132954,0.050287,0.39343,false
"GLOBAL (all modes, all maps)",pair,"Mina + Edgar",178,0.032115,-0.041612,0.107609,0.39556,false
"GLOBAL (all modes, all maps)",pair,"Tara + Bo",334,0.023309,-0.031886,0.079423,0.39581,false
"GLOBAL (all modes, all maps)",pair,"Shade + Bull",111,-0.040667,-0.138414,0.052228,0.39650,false
"GLOBAL (all modes, all maps)",pair,"Griff + Nita",245,0.026745,-0.036894,0.093414,0.39654,false
"GLOBAL (all modes, all maps)",pair,"Gray + 8-Bit",150,-0.034190,-0.115349,0.042386,0.39659,false
"GLOBAL (all modes, all maps)",pair,"Meg + Leon",255,-0.026616,-0.084822,0.038473,0.39660,false
"GLOBAL (all modes, all maps)",pair,"Tara + Shelly",97,0.043235,-0.054537,0.145011,0.39769,false
"GLOBAL (all modes, all maps)",pair,"Surge + Colt",655,-0.015850,-0.054951,0.023034,0.40164,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Kit",283,-0.025302,-0.082549,0.032609,0.40165,false
"GLOBAL (all modes, all maps)",pair,"Fang + Meg",157,-0.032759,-0.113775,0.041329,0.40195,false
"GLOBAL (all modes, all maps)",pair,"Chester + Otis",263,0.025103,-0.033936,0.085087,0.40303,false
"GLOBAL (all modes, all maps)",pair,"Kit + Meg",81,0.045185,-0.056918,0.149544,0.40384,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Mina",317,-0.022863,-0.075514,0.031305,0.40418,false
"GLOBAL (all modes, all maps)",pair,"Griff + Edgar",1321,0.011140,-0.014599,0.036976,0.40421,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Buzz",83,0.047511,-0.067978,0.159924,0.40424,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Penny",240,-0.026631,-0.088709,0.034344,0.40465,false
"GLOBAL (all modes, all maps)",pair,"Cordelius + Colette",82,-0.044272,-0.146206,0.063281,0.40520,false
"GLOBAL (all modes, all maps)",pair,"Penny + Spike",77,0.046811,-0.059111,0.155913,0.40575,false
"GLOBAL (all modes, all maps)",pair,"Charlie + Brock",128,0.035901,-0.051490,0.123392,0.40829,false
"GLOBAL (all modes, all maps)",pair,"Surge + Bibi",331,0.022951,-0.033256,0.075886,0.40872,false
"GLOBAL (all modes, all maps)",pair,"Gus + Surge",167,-0.031611,-0.101568,0.044990,0.40900,false
"GLOBAL (all modes, all maps)",pair,"Alli + Bo",76,0.046232,-0.067816,0.153863,0.40917,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Colette",124,-0.035560,-0.120742,0.050685,0.40945,false
"GLOBAL (all modes, all maps)",pair,"Lou + Surge",190,0.029061,-0.042553,0.096445,0.40953,false
"GLOBAL (all modes, all maps)",pair,"Colette + Carl",87,0.044504,-0.060574,0.147277,0.40956,false
"GLOBAL (all modes, all maps)",pair,"Gray + Rico",91,0.043573,-0.060008,0.146903,0.40976,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Bo",336,0.022300,-0.032404,0.075352,0.41017,false
"GLOBAL (all modes, all maps)",pair,"Mina + Emz",115,-0.037139,-0.123064,0.051419,0.41100,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Edgar",130,0.035556,-0.049332,0.120591,0.41135,false
"GLOBAL (all modes, all maps)",pair,"Gene + Rico",107,-0.040364,-0.135823,0.059453,0.41260,false
"GLOBAL (all modes, all maps)",pair,"Penny + Rico",111,-0.037962,-0.125691,0.053059,0.41290,false
"GLOBAL (all modes, all maps)",pair,"Gus + Mortis",128,-0.036035,-0.123951,0.049384,0.41399,false
"GLOBAL (all modes, all maps)",pair,"Bibi + Colt",129,0.036301,-0.050438,0.124325,0.41515,false
"GLOBAL (all modes, all maps)",pair,"Carl + Bull",80,-0.044437,-0.148808,0.066806,0.41584,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Byron",198,-0.029329,-0.097868,0.040241,0.41791,false
"GLOBAL (all modes, all maps)",pair,"Emz + Frank",83,0.042931,-0.061187,0.145488,0.41800,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Colt",170,-0.030734,-0.106237,0.045043,0.41916,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Otis",73,-0.047339,-0.161861,0.067453,0.41988,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Mandy",153,0.033031,-0.045457,0.115032,0.42085,false
"GLOBAL (all modes, all maps)",pair,"Gray + Edgar",145,0.031772,-0.044907,0.109629,0.42092,false
"GLOBAL (all modes, all maps)",pair,"Stu + Ruffs",334,-0.022264,-0.077285,0.030937,0.42169,false
"GLOBAL (all modes, all maps)",pair,"Otis + Mortis",240,-0.026981,-0.095756,0.042684,0.42195,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Otis",78,0.045895,-0.068162,0.154940,0.42233,false
"GLOBAL (all modes, all maps)",pair,"Otis + Tara",233,0.026208,-0.036238,0.088602,0.42315,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Otis",84,0.041914,-0.068176,0.142726,0.42379,false
"GLOBAL (all modes, all maps)",pair,"Pearl + Ruffs",77,0.045700,-0.058829,0.167233,0.42382,false
"GLOBAL (all modes, all maps)",pair,"Mico + Bibi",83,0.043430,-0.065756,0.147307,0.42430,false
"GLOBAL (all modes, all maps)",pair,"Griff + Dynamike",267,0.023988,-0.035060,0.081457,0.42481,false
"GLOBAL (all modes, all maps)",pair,"Kaze + Surge",183,-0.029764,-0.101129,0.043829,0.42507,false
"GLOBAL (all modes, all maps)",pair,"Damian + Dynamike",80,0.044333,-0.064112,0.156071,0.42509,false
"GLOBAL (all modes, all maps)",pair,"Sprout + 8-Bit",94,-0.040072,-0.140898,0.057641,0.42583,false
"GLOBAL (all modes, all maps)",pair,"Kenji + Chester",97,0.040128,-0.058753,0.138663,0.42656,false
"GLOBAL (all modes, all maps)",pair,"Sirius + Emz",83,-0.045206,-0.157639,0.065675,0.43035,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Mina",63,0.049609,-0.076311,0.166074,0.43120,false
"GLOBAL (all modes, all maps)",pair,"Angelo + Crow",169,-0.029690,-0.099405,0.050332,0.43159,false
"GLOBAL (all modes, all maps)",pair,"Bolt + Colette",66,-0.047933,-0.166174,0.071140,0.43335,false
"GLOBAL (all modes, all maps)",pair,"Colette + Max",95,-0.038119,-0.134064,0.057658,0.43413,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Nita",95,-0.041162,-0.139371,0.062489,0.43550,false
"GLOBAL (all modes, all maps)",pair,"Damian + Rico",354,-0.021103,-0.073317,0.032919,0.43592,false
"GLOBAL (all modes, all maps)",pair,"Najia + Meg",109,-0.037981,-0.133693,0.059599,0.43608,false
"GLOBAL (all modes, all maps)",pair,"Najia + Leon",148,-0.032075,-0.117716,0.045001,0.43672,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Mortis",127,0.034338,-0.046010,0.126847,0.43683,false
"GLOBAL (all modes, all maps)",pair,"Squeak + Gene",68,-0.047800,-0.171151,0.080019,0.43827,false
"GLOBAL (all modes, all maps)",pair,"Meg + Brock",855,0.012851,-0.020141,0.045240,0.44007,false
"GLOBAL (all modes, all maps)",pair,"Charlie + Stu",67,-0.047798,-0.168897,0.077527,0.44123,false
"GLOBAL (all modes, all maps)",pair,"Lumi + Edgar",233,0.025698,-0.037917,0.092382,0.44250,false
"GLOBAL (all modes, all maps)",pair,"8-Bit + Spike",207,0.025166,-0.038616,0.087033,0.44264,false
"GLOBAL (all modes, all maps)",pair,"Chester + Shelly",80,0.041554,-0.068257,0.144352,0.44288,false
"GLOBAL (all modes, all maps)",pair,"Mico + 8-Bit",149,0.031348,-0.049250,0.115088,0.44449,false
"GLOBAL (all modes, all maps)",pair,"Meg + Penny",209,-0.025868,-0.096356,0.040660,0.44584,false
"GLOBAL (all modes, all maps)",pair,"Pierce + Bea",104,-0.036744,-0.126163,0.062144,0.44752,false
"GLOBAL (all modes, all maps)",pair,"Colette + 8-Bit",208,0.026063,-0.043399,0.093307,0.45026,false
"GLOBAL (all modes, all maps)",pair,"Surge + Jessie",136,-0.032221,-0.110994,0.052838,0.45043,false
"GLOBAL (all modes, all maps)",pair,"Jessie + Bull",78,0.041976,-0.063666,0.151904,0.45166,false
"GLOBAL (all modes, all maps)",pair,"Meg + Max",758,0.013222,-0.021520,0.046610,0.45222,false
"GLOBAL (all modes, all maps)",pair,"Gray + Griff",119,-0.034133,-0.122328,0.052663,0.45324,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Bull",114,-0.035314,-0.125087,0.058013,0.45574,false
"GLOBAL (all modes, all maps)",pair,"Max + Penny",157,0.028897,-0.047386,0.101763,0.45780,false
"GLOBAL (all modes, all maps)",pair,"Carl + Spike",103,-0.035138,-0.129135,0.052782,0.45786,false
"GLOBAL (all modes, all maps)",pair,"Mandy + Gus",109,-0.034990,-0.123681,0.060393,0.45788,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Penny",69,0.045150,-0.071360,0.162757,0.45871,false
"GLOBAL (all modes, all maps)",pair,"Max + Colt",279,-0.021799,-0.076106,0.034686,0.45922,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Carl",224,0.024409,-0.040671,0.089282,0.45943,false
"GLOBAL (all modes, all maps)",pair,"Meeple + Charlie",61,-0.046603,-0.163391,0.081340,0.46079,false
"GLOBAL (all modes, all maps)",pair,"Stu + Emz",404,-0.018506,-0.066902,0.031435,0.46193,false
"GLOBAL (all modes, all maps)",pair,"Ash + Surge",74,-0.044586,-0.160776,0.076806,0.46345,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Leon",257,0.022731,-0.037165,0.083260,0.46478,false
"GLOBAL (all modes, all maps)",pair,"Chester + Emz",369,-0.019067,-0.069954,0.032293,0.46638,false
"GLOBAL (all modes, all maps)",pair,"Berry + Edgar",282,0.021125,-0.034274,0.080005,0.46660,false
"GLOBAL (all modes, all maps)",pair,"Surge + Bull",327,0.019566,-0.034122,0.071892,0.46905,false
"GLOBAL (all modes, all maps)",pair,"Najia + Crow",136,-0.030550,-0.115772,0.054302,0.46905,false
"GLOBAL (all modes, all maps)",pair,"Starr Nova + Cordelius",135,-0.031093,-0.112769,0.052170,0.46968,false
"GLOBAL (all modes, all maps)",pair,"Melodie + Otis",70,0.043117,-0.073678,0.157612,0.47055,false
"GLOBAL (all modes, all maps)",pair,"Edgar + Shelly",148,-0.029233,-0.107119,0.053751,0.47071,false
"GLOBAL (all modes, all maps)",pair,"Shade + Chester",134,-0.032108,-0.117822,0.055356,0.47158,false
